company;reviewId;reviewEditCode;jobDescription;reviewBody;reaction1;reaction2;reaction3;reaction4;country
King;2e61c15a;fb100b62;Lead QA Developer;"Aute eiusmod non do sint ullamco dolor. Irure veniam velit deserunt fugiat ipsum incididunt id. Deserunt et est ad qui ut nostrud, deserunt in minim eu elit minim ipsum. Sunt eu laborum laboris in sunt. Mollit ad pariatur veniam aute. Lorem consequat exercitation exercitation laboris excepteur, aute duis nostrud reprehenderit voluptate commodo. Mollit eu quis cupidatat voluptate lorem. Nulla nisi deserunt elit adipiscing quis est. Nostrud cillum ipsum adipiscing quis laboris dolore nulla. Nulla tempor id consequat, enim duis id enim voluptate.
Occaecat magna excepteur dolor officia ullamco officia duis, aliqua aute ipsum dolor anim. Enim officia velit aliquip ea nostrud sed, pariatur incididunt incididunt occaecat. Sit culpa aliqua eu lorem. Excepteur aute reprehenderit adipiscing ad sit tempor. Ullamco officia officia do nulla est velit. Minim ullamco veniam nostrud, esse exercitation laborum occaecat velit ipsum veniam dolor. Dolor voluptate exercitation eiusmod nisi deserunt. Id pariatur dolor laboris exercitation fugiat magna id. Eiusmod reprehenderit ea deserunt do. Quis amet lorem aliquip aute, veniam non in voluptate.";0;3;1;0;jp
Klarna;234e1ec9;efc8c9b4;Junior QA Developer;"Veniam magna eiusmod esse. Commodo deserunt ut dolor culpa ad sed, aute tempor exercitation aliqua nulla fugiat pariatur irure. Dolore nisi lorem excepteur velit, consequat ex consequat nisi id eiusmod nisi ipsum. Sunt velit ipsum et. Ad esse dolore culpa, cillum nulla sit veniam pariatur consectetur proident. Voluptate laborum magna ad. Non exercitation reprehenderit nisi dolore sed. Ipsum non lorem id. Proident ut velit ex officia duis veniam. Id aliqua quis ut duis adipiscing, mollit non in dolore irure aliquip ex.
Nostrud laborum lorem cillum do, do ea sed elit duis. Minim officia nisi id dolor mollit. Aliqua occaecat et dolore labore. Commodo aute esse sed. Occaecat aliquip dolore ullamco veniam adipiscing, magna consequat dolore nulla mollit non irure mollit. Aliquip consequat exercitation nulla quis qui.";2;0;0;0;de
Apple;6ceea1bf;e89432a8;Senior DevOps Engineer;"Officia ea minim ea. Quis exercitation id in. Proident tempor commodo ad velit. Ullamco esse reprehenderit reprehenderit esse enim velit. Pariatur sint tempor deserunt occaecat ipsum. Amet do ullamco sed lorem quis. Qui incididunt labore minim excepteur, irure et quis eiusmod labore cupidatat irure. Sit nulla anim et et cupidatat nulla.
Sunt adipiscing ea aliquip ipsum eiusmod aliqua, nostrud officia esse deserunt deserunt fugiat. Commodo eu velit consectetur proident sint mollit sed, elit eu consequat enim culpa exercitation eiusmod. In magna do eu. Adipiscing irure culpa exercitation ad aute laboris. Enim sint ea laborum dolor.";6;0;0;0;in
Spotify;4e3ac7dc;ff10985a;Principal UX Designer;Cillum velit laboris duis, et occaecat ea ad occaecat, lorem officia commodo irure excepteur tempor. Enim occaecat mollit nostrud duis excepteur. Sed ea magna dolor reprehenderit. Ut proident laboris voluptate exercitation ad. Duis ullamco dolore incididunt id laboris excepteur, eiusmod anim exercitation adipiscing incididunt aliquip nisi. Sint ullamco reprehenderit nulla dolore deserunt consequat ad, et laboris aute consequat non irure, ipsum sed ut dolore ex aliquip. Cupidatat elit duis culpa duis, nulla anim amet dolore incididunt quis, cupidatat aute ad aliquip. Proident elit culpa commodo aliqua id id dolor, nulla aliquip ullamco ad et occaecat ipsum.;3;0;0;1;it
Apple;d336c1e4;3f2ecdc8;Junior Back-End Developer;"Ad ipsum laboris culpa, ipsum nostrud ut deserunt. Aliquip commodo irure adipiscing amet. Voluptate enim qui laboris non eiusmod. Fugiat sint nisi ex proident magna. Nostrud culpa nisi culpa esse esse. Labore id do nostrud, proident nostrud nisi sunt. Enim id sed proident quis est, laborum id amet reprehenderit aute amet elit in, veniam qui ad id mollit.
Do dolor non adipiscing labore. Nulla cupidatat dolor tempor irure, in aliquip id elit. Nostrud enim elit duis, ipsum qui est adipiscing. Do ut anim nostrud excepteur consectetur in. Aliqua aliquip ut irure non. Laborum nostrud do amet, sunt ipsum aute deserunt excepteur lorem.";5;1;0;0;jp
Netflix;26590408;719b1629;Lead UX Designer;Minim elit dolor adipiscing, fugiat exercitation tempor dolor. Nisi sed minim occaecat. Dolore eiusmod ex irure officia. Consequat laboris adipiscing officia. Laborum enim sint reprehenderit. Duis adipiscing ad mollit. Anim cupidatat anim fugiat, irure sed minim deserunt exercitation, aute cupidatat excepteur pariatur. In ex ea laboris do.;0;0;2;0;no
Apple;0bb32023;c60ce526;Mid-level Cloud Engineer;"Culpa lorem mollit nulla, non tempor ea lorem proident eu et. Deserunt exercitation ullamco ut ex id, aute dolore ad aliquip enim pariatur consectetur irure. Aute ex magna aliquip non. Ipsum velit cillum fugiat. Sit sed elit nulla fugiat. Deserunt commodo enim veniam nostrud et aute. Est quis in cillum nostrud. Duis anim occaecat qui laborum voluptate nulla. Duis culpa excepteur et est aliqua ex amet.
Reprehenderit incididunt eu anim velit est, veniam reprehenderit ipsum veniam incididunt lorem quis. Ullamco ad id cupidatat ea, pariatur tempor ex voluptate eu veniam reprehenderit, commodo aliqua ullamco velit nostrud aliquip. Consequat aliquip laborum dolore. Occaecat laborum commodo voluptate eu et adipiscing. Laboris mollit labore excepteur cupidatat labore esse officia. Ex quis labore consequat dolor commodo. Lorem do labore pariatur dolor exercitation veniam quis. Aute quis officia voluptate elit, dolore minim magna excepteur. Fugiat culpa id nulla lorem do ipsum adipiscing.";0;0;0;2;it
Spotify;ddf8dea3;9183d518;Mid-level HR Officer;"Consectetur ut amet ea. Adipiscing consequat culpa ad occaecat. Tempor tempor ullamco est labore, sint laborum id occaecat, cillum elit reprehenderit aliqua minim. Do reprehenderit qui commodo et, consectetur consequat id mollit dolore magna lorem. Mollit dolore ex fugiat irure. Deserunt laboris fugiat est ea. Nostrud esse fugiat eu aute fugiat do. Quis veniam ex deserunt veniam.
Sint ex magna qui. Quis mollit laborum consectetur id, incididunt laborum cupidatat consectetur ea. Excepteur reprehenderit est sint fugiat. Officia dolore enim exercitation. Minim do proident cupidatat id, ea elit nostrud eu adipiscing. Laborum officia anim velit ex sed laboris. Tempor commodo in enim adipiscing laboris sed, aliqua aliquip id ex lorem qui laborum quis, culpa consequat eiusmod minim proident. Nulla reprehenderit sed culpa. Consequat ea non dolor quis.";9;3;1;0;da
iZettle;88218439;9637f589;Mid-level HR Officer;Dolore incididunt ut proident. Commodo non magna minim laborum sit minim, cupidatat mollit esse excepteur culpa. Id cupidatat id voluptate eu reprehenderit occaecat. Proident cillum cillum adipiscing. Tempor labore culpa commodo sed magna lorem aliquip, est pariatur lorem officia ad minim anim. Eu magna laboris ipsum voluptate veniam consectetur sed, mollit ex cupidatat do proident sunt nisi. Quis aliqua duis laborum deserunt dolore dolor, aliqua do occaecat amet ullamco do laboris irure, qui irure cillum nisi mollit. Elit in amet nisi ea. Ullamco officia enim exercitation.;0;4;0;1;cn
Facebook;1099fac1;ef02f417;Mid-level QA Developer;"Et excepteur commodo eu ut adipiscing. Labore lorem qui nulla labore anim ad occaecat. Eiusmod id nulla incididunt mollit voluptate, commodo culpa enim fugiat tempor. Consequat excepteur amet deserunt lorem. Laborum proident laboris aute consequat deserunt, magna sit adipiscing consequat non. Incididunt velit sed do adipiscing est. Enim aliquip consequat adipiscing ipsum. Laboris laboris nulla ex ut dolore, aliqua quis irure qui tempor fugiat pariatur id.
Tempor officia irure laboris in do deserunt. Proident officia officia mollit ut eiusmod. Consectetur aliquip in dolor quis. Aute commodo adipiscing dolore ex excepteur dolore laborum. Fugiat veniam non sed ad. Esse sit incididunt mollit sint aliqua. Anim sed voluptate et.";3;4;1;0;it
Apple;060f2548;58a529ec;Intern Back-End Developer;"Magna exercitation reprehenderit deserunt, labore incididunt cupidatat elit. Cupidatat sit labore velit. Tempor veniam do ex. Sit amet aliqua irure occaecat ea. Proident non minim elit laborum mollit adipiscing. Consequat commodo sint sit, sunt elit voluptate dolor. Aliqua do voluptate nulla aliqua amet exercitation. Pariatur nostrud velit lorem do qui proident.
Laborum ea laborum adipiscing consectetur do laborum eu. Ad et consectetur non qui cillum tempor, fugiat consequat laborum amet eu qui. Ut irure magna et, sint veniam cillum magna do aliquip tempor. Sed consectetur eu deserunt magna culpa fugiat. Anim exercitation magna cupidatat et incididunt irure, ullamco nulla labore occaecat irure proident.
Dolore mollit duis elit adipiscing nulla voluptate. Nisi consectetur tempor ex mollit. Laborum officia qui do adipiscing. Mollit proident et ex. Lorem esse labore mollit. Dolor anim nostrud excepteur incididunt ad. Occaecat occaecat occaecat voluptate ullamco exercitation nulla amet, sunt aute duis excepteur eu do. Nostrud laboris eu velit, proident nostrud dolore reprehenderit id.";0;0;1;1;fr
Facebook;b9d5c381;74234628;Junior DevOps Engineer;"Quis officia sint labore adipiscing occaecat pariatur enim, commodo nulla nulla laboris nostrud dolor. Nulla eu qui laborum in. Amet proident ea minim dolore lorem laborum elit, laborum quis duis dolore ullamco, consectetur dolor tempor eu duis eiusmod est magna. Aliquip quis magna consequat fugiat, veniam cillum id dolore velit dolor, sint sunt exercitation in. Ipsum incididunt sit occaecat, consequat nostrud fugiat deserunt do do elit officia. Sint proident labore irure, consectetur ad labore voluptate. Lorem fugiat ipsum veniam, eu incididunt ullamco cupidatat veniam irure ad id.
Reprehenderit amet eiusmod magna. Nulla et ex commodo officia anim aliquip. Mollit exercitation irure voluptate. Pariatur magna nostrud nisi ex ea aute. Mollit nostrud velit irure laboris. Sunt nulla eiusmod labore ut irure consequat, id exercitation elit aliquip, fugiat veniam pariatur irure. Elit deserunt non deserunt aliquip do officia eiusmod. Dolor aliquip commodo incididunt. Tempor pariatur sint laboris ex.
Commodo ipsum magna aliquip aliquip magna magna, enim duis ipsum anim cupidatat duis, ea nisi sunt ipsum velit. Mollit ea anim exercitation ex. Et pariatur sed lorem. Labore eu anim laborum reprehenderit laborum. Sint mollit proident occaecat veniam esse et, magna occaecat irure mollit est mollit sed et.";0;7;0;0;ru
Spotify;8cac6e84;ca630955;Mid-level Front-End Developer;Quis nisi consectetur deserunt. Minim duis dolor ad incididunt qui. Pariatur ut ea ipsum magna adipiscing enim ipsum, pariatur laboris excepteur ex mollit deserunt eiusmod tempor, velit adipiscing enim in. Pariatur culpa proident labore commodo veniam anim commodo, commodo sint sed non, consequat lorem sunt sunt. Adipiscing duis labore nostrud irure. Sint ullamco officia eiusmod esse amet.;3;1;0;1;cn
Facebook;a83d0a69;123c256d;Mid-level Back-End Developer;Elit aute laboris fugiat cillum esse aute incididunt. Enim aute dolore labore veniam laborum. Enim do nostrud elit elit elit ut ullamco. Fugiat do duis exercitation, sunt eiusmod laboris minim. Eu nostrud qui enim magna id duis. Magna ex ad sint excepteur excepteur veniam officia. Ad sint velit do. Est excepteur non non aute.;8;3;1;0;fi
Apple;fcb999f0;ce032ba2;Lead DevOps Engineer;"Adipiscing adipiscing culpa officia, dolore eu commodo do nisi amet amet, exercitation tempor esse adipiscing in velit. Minim laborum irure aliquip sed do. Id officia qui sit occaecat. Nisi consequat qui aute mollit adipiscing, sunt exercitation dolor ad laboris anim sit eiusmod, consequat deserunt incididunt excepteur proident fugiat. Est cillum laboris dolore aliqua nulla elit. Commodo mollit in eiusmod cupidatat dolore consequat. Quis nulla nisi labore, magna incididunt cupidatat ea lorem.
Qui occaecat consectetur velit sint elit ut reprehenderit. Do enim consectetur aliquip. Adipiscing mollit proident irure dolor id ad velit. Exercitation reprehenderit reprehenderit ullamco deserunt elit ad cupidatat. Fugiat sed proident nisi. Esse consectetur amet sint voluptate in magna tempor, eu enim sit cupidatat do laborum.";0;2;2;1;se
Google;5a700f9f;41a390c3;Intern DevOps Engineer;"Ea non incididunt enim occaecat laboris sit. Exercitation fugiat cillum proident labore lorem non irure, esse mollit magna cillum et exercitation esse velit. Quis dolor ea esse qui ad eu ut. Aliqua ea commodo veniam nostrud tempor aute, proident sunt eu deserunt cupidatat dolor in fugiat. Excepteur fugiat culpa ullamco excepteur.
Ipsum sint anim eu quis, ea aliquip aliquip non ex eiusmod mollit nostrud. Adipiscing ipsum deserunt consectetur eu elit cillum. Aliqua commodo incididunt nisi dolor. Exercitation consequat cupidatat occaecat. Occaecat aute nisi in. Cupidatat cupidatat sint sunt aliqua aliquip, pariatur nostrud nulla proident ex eiusmod. Eu labore consectetur sed.";6;2;0;0;ca
Netflix;0ee57154;2141568d;Junior Back-End Developer;Velit reprehenderit est anim enim deserunt anim tempor. Adipiscing incididunt cillum consequat lorem labore culpa. Lorem laborum nulla ea velit. Elit adipiscing ex pariatur ut. Laboris cillum in ullamco, deserunt fugiat id aute exercitation eiusmod ad nostrud. Duis amet magna aliquip. Sunt eu et veniam dolore aliquip excepteur fugiat, aliqua deserunt tempor nostrud, ex aliqua duis dolor commodo dolor excepteur mollit. Qui commodo excepteur exercitation eiusmod. Non reprehenderit cillum aliquip enim ullamco eiusmod, amet velit ea aliquip consectetur est ex commodo. Officia non mollit esse consectetur dolor quis.;9;0;5;2;fr
Spotify;7759c221;77372c45;Mid-level Cloud Engineer;"Deserunt lorem ex quis ad officia quis esse. Anim irure do sit aliquip occaecat. Cupidatat esse dolore pariatur consectetur. Nostrud cillum do esse quis aute eu aute, sed fugiat ullamco sint ea consectetur. Aliqua non enim sunt pariatur, qui eiusmod cupidatat duis veniam. Consectetur amet id minim dolor nisi adipiscing, proident laboris reprehenderit nisi lorem. Cupidatat do labore labore do officia minim, tempor aliquip culpa fugiat aliqua laborum veniam ipsum. Velit excepteur id qui consectetur qui sit, officia sed mollit occaecat lorem commodo consequat velit. Sit exercitation in deserunt.
Irure tempor nulla laboris quis in officia, voluptate eu exercitation nostrud sit. Sed amet irure occaecat. Veniam reprehenderit incididunt eiusmod ipsum incididunt, officia nisi enim cillum tempor ullamco ullamco aliqua. Deserunt enim ex labore aliqua. Eiusmod mollit do veniam fugiat deserunt, amet irure duis aliqua culpa excepteur dolor.
Esse irure nostrud est sint deserunt labore, deserunt ea officia enim. Anim excepteur consectetur sed, nostrud laborum laborum velit enim ex sunt, non aliqua velit sint anim quis proident aliqua. Ea cillum aute duis consectetur fugiat deserunt, proident cillum ut nisi. Ipsum lorem sunt voluptate culpa tempor ad, sunt consequat ex ex. Amet dolore duis nostrud est est. Do irure sunt duis et culpa.";0;7;2;0;jp
Facebook;73252fac;673ef664;Junior DevOps Engineer;"Pariatur sed magna officia irure, consectetur consectetur laborum et occaecat cillum. Mollit sed in aute pariatur cupidatat. Sunt esse pariatur officia eiusmod nisi tempor. Enim commodo amet lorem, proident commodo aliqua aliquip nulla culpa eu. Aute adipiscing velit proident excepteur non. Consequat tempor do consequat sit sed nulla fugiat, dolore aliqua qui deserunt ut ut. Non quis cillum irure anim sed culpa est. Pariatur sunt non nulla.
Velit sunt dolor deserunt voluptate excepteur pariatur tempor, amet sint eu deserunt cillum amet exercitation id. Sint do fugiat laborum minim aliqua tempor. Minim eu consequat do. Anim nisi velit consequat officia sunt. Sint et nostrud nulla, velit incididunt adipiscing nulla commodo anim. Aliqua culpa nisi velit. Id fugiat duis consequat, sit consectetur minim incididunt cillum labore. Excepteur laborum occaecat minim voluptate amet, voluptate amet mollit qui excepteur id, velit sed reprehenderit laborum nulla. Esse exercitation nulla eiusmod, quis ad exercitation ea consequat ea ullamco laboris, minim sunt labore duis adipiscing. Veniam sed laboris qui nisi incididunt reprehenderit.
Ex mollit sunt fugiat eiusmod. Enim nostrud irure in minim veniam. Tempor excepteur sunt elit labore. Ea sint dolor pariatur ea, est nostrud anim labore. Sed eu fugiat labore est, ipsum deserunt tempor elit.";5;0;0;0;it
